name,population_code,population_latitude,population_longitude,site_name,survey_date,maternal_number,comments
Ratibida pinnata,3142,41.8814169,-89.3424923,Nachusa Grasslands,2014-09-18,100,
Eryngium yuccifolium,3140,41.8831536,-89.3563525,Nachusa Grasslands,2014-09-18,100,
Ratibida pinnata,3139,41.8890768,-89.3522166,Nachusa Grasslands,2014-09-18,100,
Dalea purpurea,3138,41.8887682,-89.3528324,Nachusa Grasslands,2014-09-18,100,
Bromus inermis,3146,41.8855379,-89.3223957,Nachusa Grasslands,2014-09-19,100,
Dalea candida,3145,41.8674615,-89.3582239,Nachusa Grasslands,2014-09-19,100,
Dalea candida,3144,41.8820807,-89.3475821,Nachusa Grasslands,2014-09-19,100,
Dalea purpurea,3143,41.8802583,-89.3429046,Nachusa Grasslands,2014-09-19,100,
Dactylis glomerata,3147,41.8953571,-89.3600164,Nachusa Grasslands,2014-09-20,100,
Asclepias syriaca,3153,41.3243609,-85.5308276,Merry Lea Environmental Learning Center,2014-09-22,101,
Bromus inermis,3154,41.3290098,-85.5286293,Merry Lea Environmental Learning Center,2014-09-22,100,
Ratibida pinnata,3155,41.3290098,-85.5286293,Merry Lea Environmental Learning Center,2014-09-22,100,
Penstemon digitalis,3156,41.3230193,-85.5033491,Merry Lea Environmental Learning Center,2014-09-22,100,
Ratibida pinnata,3157,41.3195494,-85.5051635,Merry Lea Environmental Learning Center,2014-09-22,100,
Eryngium yuccifolium,3161,40.9710684,-90.0975648,Green Oaks Biological Field Station,2014-09-24,100,
Apocynum cannabinum,3162,40.9717067,-90.0956663,Green Oaks Biological Field Station,2014-09-24,100,
Helianthus mollis,3168,36.8561249,-96.4224601,Tallgrass Prairie Preserve,2014-09-27,100,
Dalea purpurea,3169,36.8468779,-96.4361452,Tallgrass Prairie Preserve,2014-09-28,100,
Dalea purpurea,3170,36.8296753,-96.4466613,Tallgrass Prairie Preserve,2014-09-28,100,
Eryngium yuccifolium,3171,37.5232398,-94.5645844,Prairie State Park,2014-09-29,100,
Amorpha canescens,3172,39.0995197,-96.6098734,Konza Prairie,2014-09-30,100,
Geranium maculatum,6073,41.376944,-75.3,Lacawac Preservation,2014-06-27,129,
Chamaecrista fasciculata,3174,40.5260909,-94.1195183,Dunn Ranch Prairie,2014-10-01,200,
Chamaecrista fasciculata,3175,40.5288527,-94.1242558,Dunn Ranch Prairie,2014-10-01,200,
Ambrosia artemisiifolia,3176,40.5290117,-94.121691,Dunn Ranch Prairie,2014-10-01,100,
Ratibida pinnata,3179,40.5178105,-94.142855,Dunn Ranch Prairie,2014-10-02,100,
Echinacea purpurea,3180,40.5189487,-94.1372729,Dunn Ranch Prairie,2014-10-02,100,
Ratibida pinnata,3181,40.5189487,-94.1372729,Dunn Ranch Prairie,2014-10-02,100,
Ambrosia artemisiifolia,3183,40.4988178,-94.099436,Dunn Ranch Prairie,2014-10-02,100,
Echinacea purpurea,3178,40.5178105,-94.142855,Dunn Ranch Prairie,2014-10-02,100,
Eryngium yuccifolium,3177,40.5178105,-94.142855,Dunn Ranch Prairie,2014-10-02,100,
Eryngium yuccifolium,3182,40.5006151,-94.1036598,Dunn Ranch Prairie,2014-10-02,100,
Eryngium yuccifolium,3184,41.8675836,-89.3577943,Nachusa Grasslands,2014-10-21,100,
Asclepias syriaca,3185,41.8855413,-89.3221714,Nachusa Grasslands,2014-10-21,200,
Asclepias syriaca,3186,41.8910404,-89.3430175,Nachusa Grasslands,2014-10-21,127,
Ambrosia artemisiifolia,3190,36.8444343,-96.4321234,Tallgrass Prairie Preserve,2014-10-25,100,
Eryngium yuccifolium,3191,41.6903707,-94.586404,Sheeder Prairie State Preserve,2014-10-26,100,
Brassica nigra,17,33.57584,-117.81613,Crystal Cove State Park,2013-05-17,320,
Brassica nigra,18,33.58654,-117.80724,Crystal Cove State Park,2014-06-18,200,
Bromus diandrus,175,33.587252,-117.807111,Crystal Cove State Park,2014-05-27,200,
Bromus diandrus,176,33.575502,-117.816263,Crystal Cove State Park,2014-06-05,200,
Helianthus annuus,174,34.70581,-118.82263,Hungry Valley State Vehicular Area,2014-10-23,200,
Bouteloua curtipendula,5002,33.31127,-96.2479,Clymer Meadow Preserve,2013-07-23,200,
Helianthus annuus,5012,36.71093,-99.20953,Selman Living Laboratory,2013-11-02,163,
Bouteloua curtipendula,5003,29.67345,-98.36774,Cibolo Bluffs Preserve,2013-07-31,200,
Echinacea pallida,5007,33.78895,-93.81631,Columbus Prairie Preserve,2013-10-04,200,
Echinacea pallida,5008,33.78904,-93.81674,Columbus Prairie Preserve,2013-10-05,200,
Chamaecrista fasciculata,5009,31.91161,-95.87819,Gus Engeling Wildlife Management Area,2013-10-25,60,
Helianthus annuus,5011,36.70925,-99.24944,Selman Living Laboratory,2013-11-02,100,
Bouteloua curtipendula,5006,36.6867,-99.2819,Selman Living Laboratory,2013-09-07,100,
Sorghastrum nutans,5013,29.25608,-95.60242,Nash Prairie Preserve,2013-11-09,200,
Helianthus annuus,4036,38.416225,-96.556157,Tallgrass Prairie National Preserve,2013-11-01,200,
Bouteloua curtipendula,5005,36.6862,-99.2817,Selman Living Laboratory,2013-09-07,200,
Helianthus annuus,173,34.81192,-118.66094,Antelope Valley,2001-10-23,82,
Dactylis glomerata,172,45.3986,-122.14611,Big Sandy Dam Rd,2014-09-12,124,
Mimulus guttatus,46,44.34507,-119.72385,Ochoco National Forest,2014-09-11,118,
Rumex crispus,171,44.34358,-119.72994,Ochoco National Forest,2014-09-11,79,
Bromus inermis,170,44.4035,-119.87151,Ochoco National Forest,2014-09-11,55,
Rumex crispus,169,44.44445,-120.56339,Ochoco National Forest,2014-09-11,18,
Bromus inermis,168,44.43954,-120.58076,Ochoco National Forest,2014-09-10,129,
Mimulus guttatus,43,44.52774,-121.6304,Deschutes National Forest,2014-09-10,40,
Hypericum perforatum,42,42.68741,-122.04511,"Fort Klamath, OR",2014-09-09,95,
Mimulus guttatus,40,42.66839,-122.05618,"Fort Klamath, OR",2014-09-09,39,
Mimulus guttatus,39,42.70035,-121.99592,"Fort Klamath, OR",2014-09-09,49,
Mimulus guttatus,41,42.68741,-122.04511,"Fort Klamath, OR",2014-09-09,57,
Stipa pulchra,305,37.904453,-122.604653,Mount Tamalpais State Park,2014-06-04,210,
Dactylis glomerata,350,40.34464,-121.6104,Lassen National Forest,2014-07-20,100,
Stipa pulchra,301,38.5652,-122.68801,Pepperwood Preserve,2014-06-01,200,
Eschscholzia californica,56,36.38361,-121.54075,Hastings Natural History Reservation,2014-06-09,100,
Eschscholzia californica,302,38.5674,-122.68965,Pepperwood Preserve,2014-05-30,150,
Stipa pulchra,306,37.882011,-122.625485,Mount Tamalpais State Park,2014-05-11,188,
Chamaecrista fasciculata,5010,33.87998,-96.79954,University of Oklahoma Biological Station,2013-10-26,200,
Rudbeckia hirta,5031,30.76428,-84.0899,Tall Timbers Research Station,2014-08-18,100,
Rudbeckia hirta,5032,30.76764,-84.08804,Tall Timbers Research Station,2014-08-18,100,
Triodanis perfoliata,3084,36.2425231,-93.1375545,Baker Prairie,2014-06-08,200,
Melilotus officinalis,4065,42.91741,-103.51191,Oglala National Grassland,2014-08-13,100,
Bouteloua curtipendula,4066,42.91948,-103.4898,Oglala National Grassland,2014-08-14,200,
Ratibida pinnata,4072,40.97179,-90.09714,Green Oaks Biological Field Station,2014-08-30,58,
Triodanis perfoliata,3085,36.245219,-93.133608,Baker Prairie,2014-06-08,69,
Triodanis biflora,3192,36.245219,-93.133608,Baker Prairie,2014-06-08,75,
Helianthus mollis,3109,36.2418891,-93.1355563,Baker Prairie,2014-08-16,100,
Echinacea pallida,3108,36.2417114,-93.1370564,Baker Prairie,2014-08-16,200,
Penstemon digitalis,3107,36.2415653,-93.1347476,Baker Prairie,2014-08-16,100,
Salvia lyrata,3086,36.245219,-93.133608,Baker Prairie,2014-06-08,31,
Linum sulcatum,3106,36.2415653,-93.1347476,Baker Prairie,2014-08-16,200,
Dalea candida,3110,36.2436993,-93.1326802,Baker Prairie,2014-08-16,100,
Apocynum cannabinum,3163,36.2443009,-93.1314899,Baker Prairie,2014-09-25,100,
Eryngium yuccifolium,3164,36.244317,-93.1316237,Baker Prairie,2014-09-25,100,
Eschscholzia californica,309,38.82328,-122.33696,McLaughlin Reserve,2014-06-14,120,
Brassica nigra,28,38.82903,-122.34321,McLaughlin Reserve,2014-07-12,150,
Stipa pulchra,311,38.8264,-122.34915,McLaughlin Reserve,2014-05-18,100,
Bromus diandrus,312,38.82719,-122.34867,McLaughlin Reserve,2014-06-15,100,
Eschscholzia californica,314,38.86001,-122.41746,McLaughlin Reserve,2014-06-15,120,
Bromus diandrus,315,38.87136,-122.42601,McLaughlin Reserve,2014-06-15,90,
Dactylis glomerata,316,38.87048,-122.42372,McLaughlin Reserve,2014-07-12,100,
Dactylis glomerata,318,39.03147,-123.0808,Hopland Research and Extension Center,2014-07-11,100,
Bromus tectorum,349,40.14656,-121.23457,Lassen National Forest,2014-07-19,100,
Dactylis glomerata,347,39.9692,-121.02971,Plumas National Forest,2014-07-19,100,
Rumex crispus,346,39.11888,-122.90108,Rodman Slough Preserve,2014-07-15,200,
Rumex crispus,345,39.12506,-122.89771,Rodman Slough Preserve,2014-07-15,180,
Dactylis glomerata,344,38.83084,-122.36182,McLaughlin Reserve,2014-07-12,100,
Bromus diandrus,343,39.03069,-123.07959,Hopland Research and Extension Center,2014-07-11,110,
Rumex crispus,333,38.27169,-121.82273,Jepson Prairie National Reserve,2014-06-13,150,
Stipa pulchra,330,36.3889,-121.54903,Hastings Natural History Reservation,2014-06-09,150,
Bromus diandrus,329,38.99196,-123.06908,Hopland Research and Extension Center,2014-06-07,90,
Rumex crispus,328,38.99238,-123.06867,Hopland Research and Extension Center,2014-07-11,110,
Bromus diandrus,326,37.88182,-122.62611,Mount Tamalpais State Park,2014-06-04,100,
Eschscholzia californica,303,38.57116,-122.69353,Pepperwood Preserve,2014-06-06,172,
Melilotus officinalis,113,40.56765,-106.88599,Routt National Forest,2014-08-11,72,
Dactylis glomerata,142,37.4923,-107.21905,San Juan National Forest,2014-08-15,100,
Bromus inermis,141,37.4923,-107.21905,San Juan National Forest,2014-08-15,132,
Rumex crispus,145,37.49174,-107.22182,San Juan National Forest,2014-08-15,87,
Rumex crispus,144,37.53151,-107.25071,San Juan National Forest,2014-08-15,54,
Dactylis glomerata,143,37.53464,-107.21633,San Juan National Forest,2014-08-15,98,
Melilotus officinalis,147,37.25717,-107.46515,San Juan National Forest,2014-08-15,50,
Bromus inermis,150,37.40616,-107.66106,San Juan National Forest,2014-08-15,100,
Helianthus petiolaris,95,38.26952,-110.65961,"Highway 95, Utah",2014-08-08,44,
Helianthus petiolaris,96,38.36436,-110.70201,"Hanksville, UT",2014-08-08,65,
Melilotus officinalis,90,37.66839,-109.43871,Recapture Resevoir,2014-08-08,100,
Bromus inermis,161,37.87413,-109.43382,Manti La Sal National Forest,2014-08-09,79,
Mimulus guttatus,101,39.55594,-111.68613,Maple Canyon Campground,2014-08-09,27,
Dactylis glomerata,103,39.9628,-111.69153,Maple Bench Campground Uinta NF,2014-08-09,100,
Bromus inermis,162,39.9628,-111.69153,Maple Bench Campground Uinta NF,2014-08-09,100,
Dactylis glomerata,104,39.95684,-111.69202,Maple Lake CG-Uinta NF,2014-08-10,116,
Rumex crispus,163,40.04447,-111.48009,Uinta National Forest,2014-08-10,74,
Bromus inermis,111,40.04447,-111.48009,Uinta National Forest,2014-08-10,88,
Bromus inermis,140,37.43017,-107.19457,San Juan National Forest,2014-08-15,122,
Mimulus guttatus,136,37.78941,-107.17456,Rio Grande National Forest,2014-08-13,35,
Hypericum perforatum,44,44.41927,-121.75558,Deschutes National Forest,2014-09-29,80,
Hypericum perforatum,45,44.42049,-121.79026,Deschutes National Forest,2014-09-29,171,
Hypericum perforatum,50,45.80216,-118.02957,Umatilla National Forest,2014-09-30,50,
Hypericum perforatum,51,45.70882,-117.99341,Umatilla National Forest,2014-09-30,50,
Hypericum perforatum,52,44.8923,-121.88344,Mt. Hood National Forest,2014-09-29,124,
Eschscholzia californica,1,34.7111,-120.05848,Sedgwick Reserve,2013-05-22,82,
Stipa pulchra,15,33.518,-117.27591,Santa Rosa Plateau Ecological Reserve,2013-05-16,117,
Stipa pulchra,16,33.52108,-117.26962,Santa Rosa Plateau Ecological Reserve,2013-05-16,203,
Stipa pulchra,22,36.38147,-121.54675,Hastings Natural History Reservation,2013-05-03,148,
Eschscholzia californica,14,33.51408,-117.28439,Santa Rosa Plateau Ecological Reserve,2013-05-24,76,
Clarkia unguiculata,332,37.2015,-121.54433,Henry W. Coe State Park,2014-08-14,75,
Mimulus guttatus,32,38.86174,-122.40553,McLaughlin Reserve,2014-06-15,135,
Mimulus guttatus,313,38.86081,-122.43185,McLaughlin Reserve,2014-06-15,100,
Stipa pulchra,317,39.02822,-123.06495,Hopland Research and Extension Center,2014-05-20,198,
Raphanus sativus,320,38.39516,-123.09365,Sonoma Coast State Beach,2014-08-06,70,
Brassica rapa,321,38.40763,-123.09795,Sonoma Coast State Beach,2014-06-30,119,
Stipa pulchra,327,39.01918,-123.09844,Hopland Research and Extension Center,2014-06-07,197,
Mimulus guttatus,324,38.56708,-122.68834,Pepperwood Preserve,2014-05-30,135,
Mimulus guttatus,325,38.57546,-122.70081,Pepperwood Preserve,2014-06-06,50,
Clarkia unguiculata,331,37.18393,-121.5294,Henry W. Coe State Park,2014-08-14,89,
Clarkia unguiculata,352,37.42233,-119.70551,Worman Road,2014-08-16,119,
Raphanus sativus,68,34.42204,-119.89439,Ellwood Mesa Open Space,2014-07-25,50,
Raphanus sativus,87,33.03168,-117.23955,San Elijo Lagoon Conservancy,2014-07-27,97,
Hypericum perforatum,38,42.39365,-122.31982,Rogue River National Forest,2014-09-09,104,
Bromus inermis,115,40.57875,-106.87879,Routt National Forest,2014-08-11,168,
Yucca brevifolia,8,34.00975,-116.30564,Joshua Tree National Park,2013-07-25,100,
Larrea tridentata,12,33.84693,-115.72116,Joshua Tree National Park,2013-06-28,50,
Larrea tridentata,10,34.07129,-116.033,Joshua Tree National Park,2013-06-27,75,
Yucca brevifolia,11,34.00958,-116.02309,Joshua Tree National Park,2013-06-26,50,
Yucca brevifolia,9,34.05142,-116.23959,Joshua Tree National Park,2013-06-26,99,
Yucca brevifolia,7,34.07959,-116.3569,Joshua Tree National Park,2013-06-25,100,
Eschscholzia californica,21,36.68741,-121.78171,Fort Ord Natural Reserve,2013-05-31,171,
Eschscholzia californica,13,33.51759,-117.28708,Santa Rosa Plateau Ecological Reserve,2013-05-24,93,
Brassica nigra,23,34.45914,-119.76446,San Marcos Foothills Reserve,2013-06-06,205,
Brassica nigra,26,34.46239,-119.76286,San Marcos Foothills Reserve,2013-06-06,191,
Eschscholzia californica,25,37.06428,-121.44431,Henry W. Coe State Park,2013-06-14,111,
Eschscholzia californica,24,37.18414,-121.53406,Henry W. Coe State Park,2013-06-13,103,
Brassica nigra,20,34.42136,-119.82777,Goleta Slough Ecological Reserve,2014-06-04,150,
Brassica rapa,36,42.38152,-121.81148,Hagelstein Park,2013-08-02,200,
Bromus inermis,167,37.33197,-107.90408,San Juan National Forest,2014-08-14,102,
Bromus inermis,165,40.05132,-106.16636,"Highway 40, Colorado",2014-08-11,50,
Bromus inermis,138,37.82839,-106.90515,Rio Grande National Forest,2014-08-13,100,
Bromus inermis,139,37.61929,-106.68197,Rio Grande National Forest,2014-08-13,100,
Bromus inermis,166,39.06241,-105.09721,Pike National Forest,2014-08-12,200,
Bromus inermis,132,39.24125,-105.26514,Pike National Forest,2014-08-12,100,
Bromus inermis,130,39.37922,-105.09995,Pike National Forest,2014-08-12,100,
Dactylis glomerata,122,40.01398,-105.30962,Boulder Canyon Trail,2014-08-12,93,
Bromus inermis,121,39.96096,-105.39548,Roosevelt National Forest,2014-08-12,100,
Bromus inermis,118,39.959,-105.44802,Roosevelt National Forest,2014-08-12,100,
Bromus inermis,109,40.07177,-111.43858,Uinta National Forest,2014-08-10,100,
Bromus inermis,164,40.73965,-106.85956,Routt National Forest,2014-08-11,100,
Bromus inermis,112,40.56678,-106.88668,Routt National Forest,2014-08-11,150,
Andropogon ternarius,3189,36.2417923,-93.136172,Baker Prairie,2014-10-24,100,
Eryngium yuccifolium,3165,36.2417494,-93.1363258,Baker Prairie,2014-09-26,100,
Schizachyrium scoparium,3166,36.2417494,-93.1363258,Baker Prairie,2014-09-26,100,
Andropogon virginicus,3167,36.2417494,-93.1363258,Baker Prairie,2014-09-26,200,
Dactylis glomerata,6077,41.12956,-73.73016,Louis Calder Biological Field Station,2014-07-16,128,
Impatiens capensis,6013,40.86034,-73.87688,Thain Family Forest at New York Botanical Gardens,2014-07-30,24,
Bouteloua curtipendula,5989,40.477538,-94.114951,Dunn Ranch Prairie,2013-08-29,200,
Echinacea pallida,3066,36.2449127,-93.1324535,Baker Prairie,2013-10-27,200,
Schizachyrium scoparium,3065,36.2449127,-93.1324535,Baker Prairie,2013-10-26,100,
Amorpha canescens,3011,41.8688567,-86.3420924,Fernwood Nature Center,2013-09-04,100,
Impatiens capensis,3012,42.1578406,-86.3791421,Sarrett Nature Center,2013-09-04,200,
Andropogon gerardi,3030,48.359314,-93.67112208,Koochiching State Forest,2013-10-10,200,
Andropogon gerardi,3014,48.188589,-93.766616,Koochiching State Forest,2013-10-09,200,
Asclepias syriaca,3038,42.1512598,-86.3692543,Sarrett Nature Center,2013-09-30,200,
Impatiens capensis,3037,42.4481742,-85.5515661,Sarrett Nature Center,2013-10-01,85,
Asclepias syriaca,3039,42.1521243,-86.3790519,Sarrett Nature Center,2013-10-01,200,
Triodanis perfoliata,6138,39.19829,-78.12514,Red Bud Run,2014-06-12,59,
Triodanis perfoliata,6139,35.06173,-83.43262,Coweeta Hydrologic Laboratory,2015-06-13,100,
Dactylis glomerata,6140,41.37688,-75.30029,Lacawac Preservation,2015-06-25,100,
Schizachyrium scoparium,3036,43.4565979,-85.7214978,Newyago Prairie,2013-08-27,206,
Triodanis perfoliata,6141,41.12834,-73.148,Louis Calder Biological Field Station,2015-06-25,28,
Rumex crispus,6142,40.54552,-74.62469,Duke Farms,2015-06-29,58,
Asclepias syriaca,3041,42.299735,-83.6637269,Ann Arbor Botanical Garden,2013-10-05,229,
Rumex hastatulus,6143,40.63907,-76.01836,Hawk Mountain Sactuary,2015-07-08,101,
Melilotus officinalis,6144,40.637941,-76.018693,Hawk Mountain Sactuary,2015-07-08,39,
Melilotus officinalis,6145,39.199953,-78.129662,Red Bud Run,2015-07-09,100,
Brassica nigra,6146,41.311705,-74.007132,Bear Mountain State Park,2015-07-30,12,
Geranium maculatum,3079,39.6559492,-94.2166429,Wallace State Park,2014-06-06,100,
Triodanis perfoliata,3087,38.6194917,-90.7134807,Dr. Edmund A. Babler Memorial State Park,2014-06-09,200,
Melilotus officinalis,3116,37.830079,-90.2476249,Hawn State Park,2014-08-18,72,
Rudbeckia hirta,3118,37.830079,-90.2476249,Hawn State Park,2014-08-18,100,
Dactylis glomerata,3117,37.830079,-90.2476249,Hawn State Park,2014-08-18,100,
Dactylis glomerata,3120,37.8331587,-90.2273216,Hawn State Park,2014-08-19,59,
Rudbeckia hirta,3119,37.8321754,-90.2364772,Hawn State Park,2014-08-18,100,
Sorghastrum nutans,4500,44.0243833,-93.0357667,Hythecker Prairie Scientific and Natural Area,2014-09-28,97,
Rumex crispus,4101,44.29735,-82.3785017,East Tennessee State University,2014-07-22,,
Rumex obtusifolius,4102,35.6215819,-86.18774414,Steele Creek Park,2014-07-22,,
Geranium maculatum,4100,36.5588833,-82.24853333,Steele Creek Park,2014-06-05,,
Impatiens capensis,4103,36.5588833,-82.24853333,Steele Creek Park,2014-09-07,,
Impatiens capensis,4104,36.5725333,-82.221,Steele Creek Park,2014-09-09,,
Aquilegia coerulea,401,40.556162,-105.817219,Roosevelt National Forest,2015-08-13,19,
Aquilegia coerulea,405,39.713722,-105.863333,Arapaho NF,2015-08-20,92,
Hypericum perforatum,6147,43.9432,-71.69952,Hubbard Brook,2015-08-15,37,
Hypericum perforatum,6148,41.37688,-75.29358,Lacawac Preservation,2015-08-18,100,
Hypericum perforatum,6150,41.129546,-73.72983,Louis Calder Biological Field Station,2015-08-28,60,
Penstemon digitalis,6151,40.54572,-74.63486,Duke Farms,2015-09-10,100,
Rudbeckia hirta,6149,41.66472,-73.89964,Vassar Ecological Preserve,2015-08-25,22,
Rudbeckia hirta,6152,40.54546,-74.62299,Duke Farms,2015-09-10,100,
Schizachyrium scoparium,6153,41.16473,-73.62482,Mianus River Gorge,2015-09-11,100,
Hypericum perforatum,6154,42.7257,-73.22746,Hopkins Memorial Forest,2015-09-17,35,
Andropogon virginicus,6155,41.126646,-73.731806,Louis Calder Biological Field Station,2015-10-10,60,
Aquilegia coerulea,406,39.716889,-105.868361,Arapaho NF,2015-08-20,41,
Tradescantia ohiensis,3206,43.9663294,-91.2937307,Holland Sand Prairie,2015-07-10,100,
Tradescantia ohiensis,3202,36.2437069,-93.1336753,Baker Prairie,2015-06-12,100,
Tradescantia ohiensis,3201,36.2416871,-93.1365666,Baker Prairie,2015-06-12,100,
Salvia lyrata,3200,37.8295385,-90.2312784,Hawn State Park,2015-06-11,100,
Aquilegia coerulea,416,37.516521,-108.155586,San Juan National Forest,2015-08-19,17,
Aquilegia coerulea,420,39.463639,-105.233778,Pike National Forest,2015-08-08,29,
Clarkia unguiculata,351,35.6908,-118.73186,Granite Road,2014-08-16,48,
Clarkia unguiculata,366,35.53365,-118.64712,China Gardens,2014-08-20,40,
Apocynum androsaemifolium,336,40.36573,-121.63391,Lassen National Forest,2014-08-29,23,
Mimulus guttatus,335,40.42836,-121.62666,Lassen National Forest,2014-08-29,68,
Clarkia unguiculata,359,35.08704,-120.06906,Sierra Madre River Crossing,2014-08-12,30,
Clarkia unguiculata,358,37.36466,-119.62553,Buckeye Road,2014-08-16,70,
Clarkia unguiculata,356,36.08013,-121.27303,Fort Hunter Liggett Military Reservation,2014-08-13,20,
Clarkia unguiculata,355,38.58986,-120.83833,Sand Ridge Road,2014-08-15,74,
Helianthus annuus,35,42.39375,-122.31976,Oregon Institute of Technology,2014-09-09,43,
Clarkia unguiculata,366,35.53365,-118.64712,China Gardens,2014-08-20,51,
Clarkia unguiculata,356,36.08013,-121.27303,Fort Hunter Liggett Military Reservation,2014-08-13,100,
Clarkia unguiculata,357,36.06857,-121.3252,Fort Hunter Liggett Military Reservation,2014-08-13,71,
Clarkia unguiculata,359,35.08704,-120.06906,Sierra Madre River Crossing,2014-08-12,170,
Rumex crispus,238,37.01394,-122.03408,Graham Hill Rd.,2015-08-21,100,
Raphanus sativus,211,37.87405,-122.32316,Cesar Chavez Park,2015-06-22,62,
Brassica nigra,236,36.02476,-121.17593,Fort Hunter Liggett Military Reservation,2015-06-11,100,
Rumex crispus,232,36.95686,-122.10227,Wilder Ranch State Park,2015-07-29,100,
Brassica rapa,229,36.96652,-122.12267,Wilder Ranch State Park,2015-07-30,100,
Eschscholzia californica,201,34.40874,-119.87894,Coal Oil Point Natural Reserve,2015-05-13,41,
Rumex crispus,204,36.00508,-121.17937,Fort Hunter Liggett Military Reservation,2015-06-01,100,
Rumex crispus,206,36.96173,-122.07851,Wilder Ranch State Park,2015-06-17,42,
Eschscholzia californica,205,36.00555,-121.24464,Fort Hunter Liggett Military Reservation,2015-06-11,30,
Brassica nigra,237,35.27258,-120.88992,Montana de Oro State Park,2015-08-20,100,
Stipa pulchra,57,36.38515,-121.54026,Hastings Natural History Reservation,2014-05-15,39,
Bromus diandrus,75,36.3848,-121.55521,Hastings Natural History Reservation,2014-05-15,100,
Bromus diandrus,73,36.38042,-121.54338,Hastings Natural History Reservation,2014-05-15,100,
Stipa pulchra,72,34.5047,-120.22337,Gaviota Peak,2014-05-09,107,
Bromus diandrus,71,34.50017,-120.22251,Gaviota Peak,2014-05-20,148,
Raphanus sativus,160,34.42166,-119.8852,Ellwood Mesa Open Space,2014-07-03,58,
Brassica rapa,69,34.42089,-119.88838,Ellwood Mesa Open Space,2014-06-11,43,
Rumex crispus,159,34.42166,-119.8852,Ellwood Mesa Open Space,2014-06-11,46,
Yucca brevifolia,84,34.86548,-118.61988,Tejon Ranch,2014-07-22,30,
Clarkia unguiculata,76,36.37677,-121.55103,Hastings Natural History Reservation,2014-07-19,92,
Clarkia unguiculata,74,36.38377,-121.54931,Hastings Natural History Reservation,2014-07-19,72,
Eschscholzia californica,63,34.73917,-118.38638,Antelope Valley Poppy Preserve,2014-05-23,50,
Eschscholzia californica,62,34.73149,-118.40105,Antelope Valley Poppy Preserve,2014-05-23,52,
Bromus diandrus,66,34.42088,-119.88601,Ellwood Mesa Open Space,2014-06-06,100,
Brassica nigra,67,34.42204,-119.89391,Ellwood Mesa Open Space,2014-06-06,100,
Stipa pulchra,65,34.42088,-119.88601,Ellwood Mesa Open Space,2014-05-28,50,
Bromus diandrus,85,32.92967,-116.98483,Goodan Ranch/Sycamore Canyon Preserve,2014-05-29,50,
Bromus diandrus,86,33.03172,-117.24026,San Elijo Lagoon Conservancy,2014-05-30,100,
Bromus tectorum,82,34.92831,-118.55798,Tejon Ranch,2014-05-23,100,
Bromus tectorum,77,34.90403,-118.61664,Tejon Ranch,2014-05-23,100,
Bromus diandrus,81,34.93371,-118.56715,Tejon Ranch,2014-05-23,100,
Bromus diandrus,83,34.94496,-118.54963,Tejon Ranch,2014-05-22,100,
Brassica nigra,28,38.82903,-122.34321,McLaughlin Reserve,2013-06-19,25,
Ratibida pinnata,4521,40.47915,-94.07925,Dunn Ranch Prairie,2015-11-23,100,
Andropogon ternarius,4530,36.71235,-99.25879,Selman Living Laboratory,2015-11-22,100,
Chamaecrista fasciculata,4529,36.84467,-96.42428,Tallgrass Prairie Preserve,2015-11-22,,
Sorghastrum nutans,4528,36.84467,-96.42428,Tallgrass Prairie Preserve,2015-11-22,100,
Schizachyrium scoparium,4527,36.84523,-94.41989,Tallgrass Prairie Preserve,2015-11-22,100,
Andropogon ternarius,4526,36.84523,-96.41989,Tallgrass Prairie Preserve,2015-11-22,100,
Panicum virgatum,4525,36.84523,-96.41989,Tallgrass Prairie Preserve,2015-11-22,100,
Sorghastrum nutans,4524,36.84523,-96.41989,Tallgrass Prairie Preserve,2015-11-22,100,
Ambrosia artemisiifolia,4523,33.78781,-93.81295,Columbus Prairie Preserve,2015-11-19,100,
Panicum virgatum,4522,40.47915,-94.07925,Dunn Ranch Prairie,2015-11-17,100,
Ratibida pinnata,4521,40.47915,-94.07925,Dunn Ranch Prairie,2015-11-17,100,
Ratibida pinnata,4520,42.98907,-93.889,Ledges State Park,2015-11-12,100,
Bouteloua gracilis,4504,41.78545,-104.79287,Ty Roadside,2015-10-25,200,
Helianthus annuus,4503,41.78,-104.79,Ty Roadside,2015-10-25,200,
Bromus tectorum,4502,42.54553,-105.93447,Boxelder Roadside,2015-10-25,100,
Helianthus annuus,4501,42.83,-106.02,Glenrock Roadside,2015-10-24,200,
Bouteloua gracilis,4505,40.69548,-105.28542,Roosevelt National Forest,2015-10-26,200,
Ratibida columnifera,4506,40.66782,-104.48613,Pawnee National Grassland,2015-10-27,100,
Ratibida columnifera,4507,40.63253,-103.89678,Pawnee National Grassland,2015-10-27,100,
Ratibida columnifera,4508,40.8003,-104.0548,Pawnee National Grassland,2015-10-27,100,
Ratibida columnifera,4509,36.55201,-105.12914,Cimmaron Canyon State Park,2015-10-28,100,
Ratibida columnifera,4510,35.64809,-105.68126,Santa Fe National Forest,2015-10-30,100,
Helianthus petiolaris,4511,35.64714,-105.68105,Santa Fe National Forest,2015-10-30,73,
Bouteloua curtipendula,4512,34.91203,-111.7281,Coconino National Forest,2015-10-31,200,
