name,population_code,population_latitude,population_longitude,site_name,survey_date,maternal_number,comments
Bouteloua curtipendula,4513,34.80788,-111.76859,Coconino National Forest,2015-10-31,200,
Helianthus annuus,4514,35.07161,-111.73132,Coconino National Forest,2015-11-01,200,
Asclepias verticillata,4515,35.21746,-111.63215,Buffalo Park,2015-11-02,200,
Dalea candida,4518,42.78242,-100.03621,Niobrara Valley Preserve,2015-11-04,100,
Dalea candida,4517,42.78332,-100.03467,Niobrara Valley Preserve,2015-11-04,100,
Sorghastrum nutans,4516,42.71927,-99.58802,Niobrara Valley Preserve,2015-11-04,100,
Schizachyrium scoparium,4901,30.5374667,-103.8364167,Chihuahuan Desert Research Institute,2015-10-02,100,
Bromus inermis,3148,41.8662104,-86.3407248,Fernwood Nature Center,2014-09-21,100,
Geranium maculatum,3203,45.3939374,-92.6679045,Interstate State Park,2015-06-15,100,
Geranium maculatum,3204,45.977575,-92.6616537,Interstate State Park,2015-06-15,100,
Bouteloua gracilis,3510,41.1613713,-105.3741516,Vedauwoo Glen,2015-08-16,200,
Tradescantia ohiensis,3207,44.337248,-89.6449578,Buena Vista Quarry Prairie,2015-07-22,100,
Bromus inermis,3208,44.337248,-89.6449578,Buena Vista Quarry Prairie,2015-07-22,100,
Eryngium yuccifolium,3149,41.8689264,-86.3431028,Fernwood Nature Center,2014-09-21,100,
Dalea candida,3150,41.8689264,-86.3431028,Fernwood Nature Center,2014-09-21,100,
Panicum virgatum,3151,41.8689264,-86.3431028,Fernwood Nature Center,2014-09-21,100,
Melilotus albus,4145,47.198,-96.18,Frenchman's Bluff,2015-09-04,100,
Dalea candida,4146,47.198,-96.18,Frenchman's Bluff,2015-09-04,100,
Bouteloua curtipendula,4147,46.846,-96.476,Bluestem Prairie SNA,2015-09-04,100,
Dalea purpurea,4148,46.846,-96.476,Bluestem Prairie SNA,2015-09-04,100,
Schizachyrium scoparium,4149,46.855,-96.472,Bluestem Prairie SNA,2015-09-04,100,
Bouteloua curtipendula,4150,46.855,-96.472,Bluestem Prairie SNA,2015-09-04,167,
Sorghastrum nutans,4151,46.846,-96.476,Bluestem Prairie SNA,2015-09-05,100,
Asclepias syriaca,4152,46.847,-96.476,Bluestem Prairie SNA,2015-09-05,7,
Ratibida columnifera,4153,47.53,-100.812,John E. Williams Preserve,2015-09-05,84,
Andropogon gerardi,4154,47.53,-100.811,John E. Williams Preserve,2015-09-05,200,
Helianthus annuus,4155,45.92,-101.39,Highway 12 South Dakota,2015-09-06,71,
Asclepias syriaca,4156,45.911,-101.1,Highway 12 and Keldon St. South Dakota,2015-09-06,,
Amorpha canescens,4157,45.721,-99.098,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,48,
Dalea purpurea,4158,45.721,-99.098,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,100,
Echinacea pallida,4159,45.721,-99.098,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,200,
Dalea purpurea,4160,45.718,-99.099,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,100,
Schizachyrium scoparium,4161,45.718,-99.099,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,100,
Andropogon gerardi,4162,45.718,-99.099,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,200,
Andropogon gerardi,4162,45.718,-99.099,"Samuel H. Ordway, Jr. Memorial Preserve",2015-09-07,200,
Dalea purpurea,4163,44.034,-96.783,Sioux Prairie,2015-09-08,52,
Amorpha canescens,4164,44.03,-96.78,Sioux Prairie,2015-09-08,100,
Schizachyrium scoparium,4165,44.02,-96.78,Sioux Prairie,2015-09-08,100,
Amorpha canescens,4166,44.02,-96.78,Sioux Prairie,2015-09-08,100,
Chamaecrista fasciculata,4167,44.79,-92.96,Gray Cloud Dunes SNA,2015-09-09,150,
Dalea purpurea,4168,44.78,-92.95,Gray Cloud Dunes SNA,2015-09-09,22,
Chamaecrista fasciculata,4169,44.78,-92.95,Gray Cloud Dunes SNA,2015-09-09,48,
Dalea purpurea,4243,44.24986,-91.9433,Kellogg Weaver Dunes SNA,2015-11-15,51,
Dalea purpurea,4243,44.24986,-91.9433,Kellogg Weaver Dunes SNA,2015-11-07,51,
Ratibida pinnata,4244,43.944,-91.403,Great River Bluffs State Park,2015-11-07,100,
Rudbeckia hirta,4245,43.944,-91.4039,Great River Bluffs State Park,2015-11-07,100,
Ratibida pinnata,4246,43.937,-91.419,Great River Bluffs State Park,2015-11-09,100,
Asclepias syriaca,4247,43.964,-91.292,Holland Sand Prairie,2015-11-09,112,
Asclepias verticillata,4248,43.964,-91.296,Holland Sand Prairie,2015-11-09,115,
Panicum virgatum,4249,41.868,-86.343,Fernwood Nature Center,2015-11-10,100,
Rudbeckia hirta,4250,42.281,-83.715,Ann Arbor Botanical Garden,2015-11-11,100,
Rudbeckia hirta,4251,42.28,-83.72,Ann Arbor Botanical Garden,2015-11-11,70,
Ratibida pinnata,4252,40.805,-82.996,Unger Park,2015-11-12,100,
Ratibida pinnata,4253,39.988,-83.26,Prairie Oaks Metro Park,2015-11-12,100,
Apocynum androsaemifolium,4254,39.387,-83.259,Prairie Oaks Metro Park,2015-11-12,100,
Asclepias syriaca,4255,35.892,-79.85,Merritt's Pasture,2015-11-15,200,
Apocynum cannabinum,4256,35.114,-81.008,McDowell Nature Preserve,2015-11-16,100,
Andropogon ternarius,4257,35.107,-81.014,McDowell Nature Preserve,2015-11-16,100,
Ambrosia artemisiifolia,4259,35.109,-81.014,McDowell Nature Preserve,2015-11-16,153,
Andropogon ternarius,4260,34.54,-80.232,Carolina Sands National Wildlife Refuge,2015-11-17,100,
Rudbeckia hirta,4261,34.539,-80.231,Carolina Sands National Wildlife Refuge,2015-11-17,100,
Andropogon ternarius,4262,34.522,-80.226,Carolina Sands National Wildlife Refuge,2015-11-17,100,
Chamaecrista fasciculata,4263,29.95,-82.769,Ichetucknee Springs State Park,2015-11-20,100,
Chamaecrista fasciculata,4264,29.957,-82.758,Ichetucknee Springs State Park,2015-11-20,200,
Chamaecrista fasciculata,4265,29.972,-82.768,Ichetucknee Springs State Park,2015-11-21,200,
Rudbeckia hirta,4266,29.978,-82.768,Ichetucknee Springs State Park,2015-11-21,70,
Andropogon ternarius,4267,29.978,-82.768,Ichetucknee Springs State Park,2015-11-21,100,
Schizachyrium scoparium,4268,29.978,-82.768,Ichetucknee Springs State Park,2015-11-21,100,
Ambrosia artemisiifolia,4269,29.605,-82.301,Paynes Prairie Preserve State Park,2015-11-23,200,
Ambrosia artemisiifolia,4270,29.607,-82.3,Paynes Prairie Preserve State Park,2015-11-24,200,
Andropogon ternarius,4271,27.58,-81.05,Kissimmee Priarie Preserve State Park,2015-11-25,100,
Andropogon ternarius,4272,27.588,-81.129,Kissimmee Priarie Preserve State Park,2015-11-25,100,
Schizachyrium scoparium,4273,27.5408,-81.148,Kissimmee Priarie Preserve State Park,2015-11-25,100,
Rudbeckia hirta,4274,29.955,-82.769,Ichetucknee Springs State Park,2015-11-27,94,
Schizachyrium scoparium,4275,29.955,-82.769,Ichetucknee Springs State Park,2015-11-27,100,
Schizachyrium scoparium,4276,33.107,-83.673,Piedmont National Wildlife Refuge,2015-11-28,100,
Schizachyrium scoparium,4277,33.111,-83.657,Piedmont National Wildlife Refuge,2015-11-28,100,
Andropogon ternarius,4278,36.03,-78.96,Radio Tower University of North Carolina,2015-12-01,100,
Andropogon virginicus,4279,36,-85.04,Exxon and I40,2015-12-02,200,
Sorghastrum nutans,4280,36.784,-88.066,Land Between the Lakes National Recreation Area,2015-12-02,100,
Andropogon virginicus,4281,36.78,-88.066,Land Between the Lakes National Recreation Area,2015-12-02,200,
Ratibida pinnata,4223,44.19,-93.58,Linneaus Arboretum,2015-10-20,100,
Rudbeckia hirta,4224,44.322,-93.981,Linneaus Arboretum,2015-10-20,100,
Panicum virgatum,4225,44.19,-93.58,Linneaus Arboretum,2015-10-20,100,
Bouteloua gracilis,4226,44.322,-93.982,Linneaus Arboretum,2015-10-20,200,
Amorpha canescens,4227,44.26,-94.001,Kasota Prairie,2015-10-20,200,
Panicum virgatum,4228,44.26,-94.001,Kasota Prairie,2015-10-20,100,
Rudbeckia hirta,4229,43.316,-91.797,Bakers Prairie,2015-10-21,100,
Helianthus mollis,4230,43.31,-91.79,Bakers Prairie,2015-10-21,100,
Ratibida pinnata,4231,43.315,-91.811,Luther College Cross Country Trail,2015-10-21,100,
Ratibida pinnata,4232,43.44,-94.872,Anderson Prairie State Preserve,2015-10-22,100,
Dalea candida,4233,43.439,-94.57,Anderson Prairie State Preserve,2015-10-22,100,
Ambrosia artemisiifolia,4234,44.03,-96.784,Sioux Prairie,2015-10-22,69,
Andropogon gerardi,4235,44.03,-96.784,Sioux Prairie,2015-10-22,200,
Asclepias syriaca,4236,44.036,-96.783,Sioux Prairie,2015-10-22,200,
Ambrosia artemisiifolia,4237,45.719,-99.09,"Samuel H. Ordway, Jr. Memorial Preserve",2015-10-23,75,
Rudbeckia hirta,4238,46.359,-97.324,Sheyenne National Grassland,2015-10-24,100,
Sorghastrum nutans,4239,46.839,-96.484,Bluestem Prairie SNA,2015-10-23,100,
Helianthus mollis,4240,46.839,-96.484,Bluestem Prairie SNA,2015-10-24,100,
Apocynum cannabinum,4241,46.839,-96.48,Bluestem Prairie SNA,2015-10-24,69,
Asclepias syriaca,4222,46.728,-92.048,Park Point,2015-10-15,,
Asclepias verticillata,4221,41.89,-89.34,Nachusa Grasslands,2015-10-13,200,
Asclepias syriaca,4220,41.89,-89.34,Nachusa Grasslands,2015-10-13,103,
Amorpha canescens,4219,41.88,-89.35,Nachusa Grasslands,2015-10-13,100,
Ratibida pinnata,4218,41.88,-89.34,Nachusa Grasslands,2015-10-13,100,
Ambrosia artemisiifolia,4217,40.99,-87.55,Iroquois County State Conservation Area,2015-10-12,200,
Aquilegia coerulea,414,37.93452,-107.137402,Rio Grande National Forest,2015-08-19,16,
Andropogon virginicus,4216,40.99,-87.58,Iroquois County State Conservation Area,2015-10-12,200,
Panicum virgatum,4215,40.99,-87.57,Iroquois County State Conservation Area,2015-10-12,100,
Ambrosia artemisiifolia,4214,40.15,-89.85,Revis Hill Prairie Preserve,2015-10-12,200,
Chamaecrista fasciculata,4213,38.15,-90.18,Fults Hill Prairie Preserve,2015-10-11,100,
Andropogon ternarius,4212,36.24,-93.13,Baker Prairie,2015-10-10,100,
Helianthus mollis,4211,36.24,-93.13,Baker Prairie,2015-10-10,100,
Sorghastrum nutans,4210,36.24,-93.13,Baker Prairie,2015-10-10,100,
Chamaecrista fasciculata,4209,37.52,-94.578,Prairie State Park,2015-10-09,81,
Panicum virgatum,4208,37.52,-94.579,Prairie State Park,2015-10-09,100,
Andropogon virginicus,4207,37.519,-94.577,Prairie State Park,2015-10-09,100,
Andropogon gerardi,4206,37.507,-94.531,Prairie State Park,2015-10-09,200,
Amorpha canescens,4205,38.43,-96.57,Tallgrass Prairie National Preserve,2015-10-08,100,
Helianthus annuus,4204,39.25,-96.58,Konza Prairie Biological Station,2015-10-07,200,
Panicum virgatum,4203,39.1,-96.61,Konza Prairie Biological Station,2015-10-07,100,
Amorpha canescens,4202,39.1,-96.61,Konza Prairie Biological Station,2015-10-07,100,
Chamaecrista fasciculata,4201,39.1,-96.661,Konza Prairie Biological Station,2015-10-07,200,
Panicum virgatum,4200,39.1,-96.6,Konza Prairie Biological Station,2015-10-07,100,
Dalea purpurea,4199,40.69,-96.84,Spring Creek Prairie Audubon Center,2015-10-06,100,
Helianthus annuus,4198,40.84,-96.86,Pawnee State Park,2015-10-06,200,
Helianthus annuus,4197,40.88,-96.86,Pawnee State Park,2015-10-06,131,
Eryngium yuccifolium,4196,41.99,-93.87,Ledges State Park,2015-10-05,100,
Chamaecrista fasciculata,4195,41.99,-93.87,Ledges State Park,2015-10-05,200,
Bouteloua curtipendula,4194,41.99,-93.87,Ledges State Park,2015-10-05,200,
Bouteloua curtipendula,4193,43.39,-95.24,Cayler Prairie State Preserve,2015-10-03,200,
Schizachyrium scoparium,4184,47.51,-96.29,Agassiz Dunes SNA,2015-10-02,100,
Ambrosia artemisiifolia,4185,47.51,-96.29,Agassiz Dunes SNA,2015-10-02,200,
Ambrosia artemisiifolia,4186,47.19,-96.17,Frenchman's Bluff,2015-10-02,200,
Asclepias syriaca,4190,44.79,-92.96,Gray Cloud Dunes SNA,2015-10-03,118,
Melilotus officinalis,4189,47.19,-96.17,Frenchman's Bluff,2015-10-02,100,
Asclepias verticillata,4192,44.79,-92.96,Gray Cloud Dunes SNA,2015-10-03,200,
Asclepias syriaca,4170,43.96,-91.29,Holland Sand Prairie,2015-09-21,63,
Dalea candida,4171,43.96,-91.29,Holland Sand Prairie,2015-09-21,100,
Andropogon gerardi,4172,44.78,-92.95,Gray Cloud Dunes SNA,2015-09-21,100,
Helianthus petiolaris,4173,44.24,-91.94,Kellogg Weaver Dunes SNA,2015-09-21,30,
Asclepias verticillata,4174,44.24,-91.94,Kellogg Weaver Dunes SNA,2015-09-21,75,
Asclepias verticillata,4175,43.96,-91.299,Holland Sand Prairie,2015-09-22,103,
Rudbeckia hirta,4176,43.96,-91.299,Holland Sand Prairie,2015-09-22,100,
Rudbeckia hirta,4177,43.96,-91.29,Holland Sand Prairie,2015-09-22,48,
Rudbeckia hirta,4178,41.88,-89.34,Nachusa Grasslands,2015-09-23,35,
Ambrosia artemisiifolia,4179,41.88,-89.34,Nachusa Grasslands,2015-09-23,72,
Ratibida pinnata,4232,43.44,-94.872,Anderson Prairie State Preserve,2015-10-22,100,
Ratibida pinnata,4180,41.88,-89.34,Nachusa Grasslands,2015-09-23,100,
Rudbeckia hirta,4181,41.88,-89.39,Nachusa Grasslands,2015-09-23,100,
Apocynum cannabinum,4182,41.84,-88.266,Fermi National Accelerator Laboratory,2015-09-23,63,
Chamaecrista fasciculata,4183,41.04,-87.45,Kankakee Sands,2015-09-24,200,
Dalea candida,4144,47.513,-96.29,Agassiz Dunes SNA,2015-09-04,100,
Ratibida pinnata,3187,38.8924502,-91.7286703,Prairie Fork Conservation Area,2014-10-23,100,
Ratibida pinnata,3188,38.9035119,-91.7427988,Prairie Fork Conservation Area,2014-10-23,100,
Impatiens capensis,3173,39.6563286,-94.2136335,Wallace State Park,2014-09-30,93,
Penstemon digitalis,3158,41.0775892,-87.6608843,Kankakee Sands,2014-09-23,100,
Panicum virgatum,3159,41.0775892,-87.6608843,Kankakee Sands,2014-09-23,100,
Chamaecrista fasciculata,3160,41.0760164,-87.6397051,Kankakee Sands,2014-09-23,200,
Ratibida pinnata,3152,41.8689264,-96.3431028,Fernwood Nature Center,2014-09-21,100,
Brassica rapa,3129,47.1053822,-91.6709543,Two Harbors Area- Reeves Rd.,2014-09-04,200,
Melilotus officinalis,3130,46.7040284,-92.2996879,Duluth area (including I-35),2014-09-11,100,
Melilotus officinalis,3131,46.6968971,-92.3630239,Duluth area (including I-35),2014-09-11,100,
Melilotus officinalis,3135,43.9696423,-91.4087088,Great River Bluffs State Park,2014-09-16,100,
Amorpha canescens,3132,43.938176,-91.3931684,Great River Bluffs State Park,2014-09-15,81,
Dactylis glomerata,3133,43.9392375,-91.4083416,Great River Bluffs State Park,2014-09-16,100,
Bromus inermis,3134,43.9392375,-91.4083416,Great River Bluffs State Park,2014-09-16,100,
Ratibida pinnata,3136,43.957473,-91.409424,Great River Bluffs State Park,2014-09-16,100,
Melilotus officinalis,3137,43.9449441,-91.3959264,Great River Bluffs State Park,2014-09-17,100,
Impatiens capensis,3125,41.1732551,-81.6459846,University of Akron Field Station,2014-08-20,149,
Impatiens pallida,3121,41.179798,-81.6381558,University of Akron Field Station,2014-08-20,113,
Impatiens capensis,3122,41.179798,-81.6381558,University of Akron Field Station,2014-08-20,44,
Dactylis glomerata,3123,41.1845101,-81.6465665,University of Akron Field Station,2014-08-20,100,
Bromus inermis,3124,41.1845101,-81.6465665,University of Akron Field Station,2014-08-20,100,
Triodanis perfoliata,3091,43.4987241,-96.5975404,Gitchie Manitou State Preserve,2014-06-25,186,
Amorpha canescens,4532,44.251607,-91.938792,Kellogg Weaver Dunes SNA,2014-10-05,82,
Schizachyrium scoparium,4533,44.24973,-91.940836,Kellogg Weaver Dunes SNA,2014-10-05,110,
Echinacea angustifolia,4534,44.195838,-95.058769,Cottonwood River Prairie,2014-09-14,9,
Helianthus annuus,3515,39.663498,-112.104576,Jericho rd.,2015-08-29,92,
Rumex crispus,3500,40.394901,-104.994076,Big Thompson Pond SNA,0201-07-18,100,
Dactylis glomerata,726,47.57886,-112.74747,Lewis and Clark National Forest,2015-08-19,96,
Bromus inermis,725,47.41542,-112.69122,Lewis and Clark National Forest,2015-08-18,100,
Bromus inermis,721,47.48779,-112.43384,Benchmark Road,2015-08-18,100,
Bromus inermis,720,46.83782,-110.96981,Lewis and Clark National Forest,2015-08-18,41,
Mimulus guttatus,679,46.87296,-110.98204,Lewis and Clark National Forest,2015-08-18,29,
Bromus inermis,718,45.93119,-110.86395,Fairy Creek Road,2015-08-17,100,
Melilotus officinalis,719,45.93119,-110.86395,Fairy Creek Road,2015-08-17,53,
Bromus inermis,717,45.88273,-110.88147,Gallatin National Forest,2015-08-17,100,
Dalea candida,687,45.64664,-104.23008,Custer National Forest,2015-08-16,50,
Echinacea angustifolia,712,45.61807,-104.16851,Custer National Forest,2015-08-16,50,
Ratibida columnifera,713,45.57526,-104.17178,Custer National Forest,2015-08-16,50,
Helianthus annuus,714,45.53763,-104.04157,Little Missouri River Road,2015-08-16,50,
Helianthus annuus,722,47.473,-112.53053,Benchmark Road,2015-08-18,53,
Mimulus guttatus,723,47.41358,-112.69725,Lewis and Clark National Forest,2015-08-18,34,
Dactylis glomerata,724,47.41386,-112.69618,Lewis and Clark National Forest,2015-08-18,81,
Dactylis glomerata,715,45.88409,-110.87788,Gallatin National Forest,2015-08-17,67,
Rumex crispus,716,45.88409,-110.87788,Gallatin National Forest,2015-08-17,36,
Rumex crispus,711,45.65129,-104.2495,Custer National Forest,2015-08-16,75,
Ratibida columnifera,709,45.65173,-104.25007,Custer National Forest,2015-08-16,100,
Echinacea angustifolia,710,45.65173,-104.25007,Custer National Forest,2015-08-16,50,
Dalea candida,708,45.56948,-105.99593,Custer National Forest,2015-08-16,84,
Echinacea angustifolia,707,45.56959,-105.99647,Custer National Forest,2015-08-16,63,
Raphanus sativus,228,36.28122,-121.85401,Andrew Molera State Park,2015-07-13,83,
Clarkia unguiculata,220,36.18012,-118.69356,"Tule River, California",2015-07-09,46,
Brassica nigra,230,36.9661,-122.12145,Wilder Ranch State Park,2015-07-30,100,
Lotus scoparius,227,36.45442,-121.91922,Garrapata State park,2015-07-14,46,
Ratibida columnifera,706,45.56959,-105.99647,Custer National Forest,2015-08-16,100,
Helianthus annuus,705,45.64319,-105.98215,Custer National Forest,2015-08-16,68,
Echinacea angustifolia,704,45.6659,-106.0083,Custer National Forest,2015-08-16,100,
Ratibida columnifera,686,45.6659,-106.0083,Custer National Forest,2015-08-16,80,
Clarkia unguiculata,692,34.98829,-118.71336,Tejon Ranch,2015-08-03,53,
Bromus inermis,694,45.4765,-111.63425,Madison River,2015-08-13,109,
Bromus inermis,695,45.5827,-111.57966,Bear Trap Canyon Road,2015-08-13,100,
Melilotus officinalis,696,45.60913,-111.56933,Bear Trap Canyon Road,2015-08-13,42,
Melilotus officinalis,674,45.1432,-110.80632,Gallatin National Forest,2015-08-14,100,
Bromus inermis,697,45.60306,-110.57433,Montana highway 89,2015-08-14,100,
Bromus inermis,698,45.0442,-110.67427,Gallatin National Forest,2015-08-14,100,
Aquilegia coerulea,699,45.08361,-110.62228,Gallatin National Forest,2015-08-14,75,
Melilotus officinalis,675,45.05058,-110.65893,Gallatin National Forest,2015-08-14,38,
Bromus inermis,700,45.08752,-109.36576,Custer National Forest,2015-08-15,100,
Bromus inermis,701,45.16983,-109.30278,Custer National Forest,2015-08-15,200,
Bromus inermis,702,45.15057,-109.34023,Custer National Forest,2015-08-15,100,
Melilotus officinalis,703,45.12445,-108.9588,Silvertip BLM Area,2015-08-15,65,
Mimulus guttatus,732,46.19335,-113.87227,Bitterroot National Forest,2015-08-21,21,
Dactylis glomerata,731,48.95102,-115.54178,Kootenai National Forest,2015-08-20,50,
Bromus inermis,730,48.95102,-115.54178,Kootenai National Forest,2015-08-20,50,
Dactylis glomerata,729,48.92889,-115.46275,Kootenai National Forest,2015-08-20,50,
Bromus inermis,728,47.04657,-112.42456,Helena National Forest,2015-08-19,50,
Rumex crispus,727,47.42896,-112.79642,Lewis and Clark National Forest,2015-08-19,50,
Bromus inermis,733,46.17015,-113.90797,Bitterroot National Forest,2015-08-21,50,
Hypericum perforatum,734,46.11238,-114.23941,Bitterroot National Forest,2015-08-21,45,
Clarkia unguiculata,804,38.50325,-122.09931,Stebbins Cold Canyon Reserve,2015-07-21,60,
Hypericum perforatum,656,38.49624,-122.10034,Stebbins Cold Canyon Reserve,2015-07-21,48,
Clarkia purpurea,688,38.49607,-122.10019,Stebbins Cold Canyon Reserve,2015-07-21,38,
Clarkia purpurea,689,38.49128,-122.14937,Quail Ridge Reserve,2015-07-22,84,
Clarkia purpurea,634,38.86014,-122.41743,McLaughlin Reserve,2015-07-22,107,
Clarkia purpurea,614,37.19304,-121.54295,Henry W. Coe State Park,2015-07-21,30,
Clarkia purpurea,690,38.85914,-122.40719,McLaughlin Reserve,2015-07-22,100,
Dactylis glomerata,691,39.74748,-123.63448,Angelo Coast Range Reserve,2015-07-23,100,
Clarkia unguiculata,650,36.37872,-121.56479,Hastings Natural History Reservation,2015-07-20,100,
Clarkia unguiculata,648,36.40568,-121.58999,Carmel Valley Road,2015-07-20,100,
Brassica nigra,649,36.58737,-121.46173,Carmel Valley Road,2015-07-20,100,
Bromus tectorum,681,47.41075,-112.71198,Lewis and Clark National Forest,2015-06-29,100,
Bromus tectorum,678,45.13241,-108.95956,Silvertip BLM Area,2015-06-26,100,
Bromus tectorum,677,45.07818,-108.96539,Silvertip BLM Area,2015-06-26,100,
Bromus tectorum,676,45.04483,-110.67328,Gallatin National Forest,2015-06-25,100,
Bromus tectorum,671,45.58675,-111.57782,Madison River,2015-06-24,100,
Bromus tectorum,669,45.44859,-111.67369,Ennis Lake BLM Area,2015-06-24,100,
Bromus tectorum,668,40.20831,-115.4885,Ruby Lake National Wildlife Refuge,2015-06-23,100,
Bromus tectorum,673,45.48286,-110.62214,Gallatin National Forest,2015-06-24,100,
Bromus tectorum,685,45.63044,-106.00128,Custer National Forest,2015-07-04,100,
Clarkia purpurea,619,33.51892,-117.25259,Santa Rosa Plateau Ecological Reserve,2015-07-10,60,
Clarkia purpurea,620,33.51046,-117.26674,Santa Rosa Plateau Ecological Reserve,2015-07-10,100,
Bromus tectorum,682,47.45266,-112.66994,Benchmark Road,2015-06-29,100,
Bromus tectorum,683,46.97449,-114.4448,Lolo National Forest,2015-07-02,100,
Bromus inermis,684,46.57599,-114.13672,Bitterroot National Forest,2015-07-02,100,
Bromus diandrus,664,39.74157,-123.63319,Angelo Coast Range Reserve,2015-06-06,100,
Bromus tectorum,665,39.74078,-123.63231,Angelo Coast Range Reserve,2015-06-06,100,
Bromus diandrus,800,33.98063,-117.29029,Box Springs Mountain Park,2015-05-05,100,
Bromus diandrus,663,38.41563,-122.57658,Annadel State Park,2015-06-05,100,
Stipa pulchra,662,38.43132,-122.62954,Annadel State Park,2015-06-04,50,
Bromus diandrus,660,38.43739,-122.61377,Annadel State Park,2015-06-04,85,
Stipa pulchra,661,38.43848,-122.62389,Annadel State Park,2015-06-04,59,
Bromus diandrus,659,38.6534,-122.5929,Robert Louis Stevenson State Park,2015-06-04,100,
Brassica nigra,658,38.51023,-122.04592,California Highway 128,2015-06-04,100,
Lupinus nanus,651,36.38494,-121.55495,Hastings Natural History Reservation,2015-05-27,73,
Rumex crispus,657,38.56227,-121.63626,Yolo State Wildlife Area,2015-06-03,100,
Lupinus nanus,623,36.68588,-121.77586,Fort Ord Natural Reserve,2015-05-27,49,
Bromus diandrus,631,38.38335,-122.14947,Quail Ridge Reserve,2015-06-03,100,
Bromus diandrus,666,34.98745,-118.71212,Tejon Ranch,2015-06-11,100,
Rumex crispus,667,35.02045,-118.754,Tejon Ranch,2015-06-11,60,
Stipa pulchra,647,34.72134,-119.96265,Los Padres National Forest,2015-05-22,42,
Eschscholzia californica,601,34.58566,-120.00217,California Highway 154,2015-05-22,64,
Lupinus nanus,652,37.075,-121.46212,Henry W. Coe State Park,2015-05-28,100,
Bromus diandrus,653,37.38496,-120.36115,University of California Merced Vernal Pools and Grassland Reserve,2015-05-29,100,
Mimulus guttatus,654,37.38473,-120.36077,University of California Merced Vernal Pools and Grassland Reserve,2015-05-29,100,
Rumex crispus,655,37.3859,-120.36292,University of California Merced Vernal Pools and Grassland Reserve,2015-05-29,30,
Eschscholzia californica,600,34.73699,-119.99502,Los Padres National Forest,2015-05-16,28,
Bromus diandrus,646,37.0651,-121.44551,Henry W. Coe State Park,2015-05-10,100,
Lupinus nanus,613,37.18498,-121.5361,Henry W. Coe State Park,2015-05-09,78,
Stipa pulchra,624,36.68552,-121.77437,Fort Ord Natural Reserve,2015-05-12,100,
Bromus diandrus,802,36.68351,-121.78911,Fort Ord Natural Reserve,2015-05-12,100,
Clarkia unguiculata,611,36.2634,-121.43086,Carmel Valley Road,2015-05-13,99,
Bromus diandrus,632,38.49616,-122.10037,Stebbins Cold Canyon Reserve,2015-05-15,100,
Stipa pulchra,57,36.38515,-121.54026,Hastings Natural History Reservation,2015-05-13,100,
Bromus diandrus,602,34.58566,-120.00217,California Highway 154,2015-05-05,100,
Bromus diandrus,643,34.6904,-120.04079,Sedgwick Reserve,2015-05-05,100,
Rumex crispus,644,34.61639,-120.06197,California Highway 154,2015-05-05,70,
Bromus diandrus,604,34.54111,-119.7944,Los Padres National Forest,2015-05-05,100,
Stipa pulchra,639,38.836055,-122.35422,McLaughlin Reserve,2015-04-29,85,
Stipa pulchra,31,38.85821,-122.40536,McLaughlin Reserve,2015-04-29,23,
Bromus diandrus,622,33.97628,-117.31061,Islander Park,2015-04-20,100,
Stipa pulchra,630,38.49762,-122.15428,Quail Ridge Reserve,2015-04-27,93,
Stipa pulchra,626,38.51851,-122.15007,Quail Ridge Reserve,2015-04-27,100,
Stipa pulchra,608,33.519,-117.25263,Santa Rosa Plateau Ecological Reserve,2015-04-17,100,
Bromus diandrus,618,33.51139,-117.26462,Santa Rosa Plateau Ecological Reserve,2015-04-17,50,
Stipa pulchra,616,36.45639,-121.92357,Garrapata State park,2015-04-10,100,
Stipa pulchra,693,37.20374,-121.54671,Henry W. Coe State Park,2015-05-02,106,
Raphanus sativus,231,36.95686,-122.10227,Wilder Ranch State Park,2015-07-29,100,
Clarkia unguiculata,221,36.26382,-118.76598,Bear Creek,2015-07-10,101,
Lotus scoparius,225,37.18706,-121.54395,Henry W. Coe State Park,2015-07-16,58,
Lotus scoparius,226,37.18738,-121.536753,Henry W. Coe State Park,2015-07-16,53,
Raphanus sativus,213,36.4547,-121.92312,Garrapata State park,2015-07-14,50,
Clarkia unguiculata,224,37.66812,-119.8075,Sierra National Forest,2015-07-17,66,
Lupinus nanus,651,36.38494,-121.55495,Hastings Natural History Reservation,2015-06-02,45,
Clarkia unguiculata,223,37.67048,-119.82811,Merced River Crossing at 49,2015-07-17,100,
Clarkia purpurea,222,37.66182,-119.84618,Sierra National Forest,2015-07-17,85,
Raphanus sativus,215,35.26079,-120.89186,Montana de Oro State Park,2015-07-08,100,
Raphanus sativus,216,35.26079,-120.89186,Montana de Oro State Park,2015-07-08,100,
Brassica rapa,229,36.96652,-122.12267,Wilder Ranch State Park,2015-07-30,100,
Rumex crispus,232,36.95686,-122.10227,Wilder Ranch State Park,2015-07-29,100,
